title,release_year,runtime,genre,rating,gross(M)
Serpico,1973,130 min,Biography,7.7,29.8
Serpico,1973,130 min,Crime,7.7,29.8
Serpico,1973,130 min,Drama,7.7,29.8
This Is England,2006,101 min,Crime,7.7,0.33
This Is England,2006,101 min,Drama,7.7,0.33
Ordinary People,1980,124 min,Drama,7.7,54.8
Clerks,1994,92 min,Comedy,7.7,3.15
Bonnie and Clyde,1967,111 min,Action,7.7,0
Bonnie and Clyde,1967,111 min,Biography,7.7,0
Bonnie and Clyde,1967,111 min,Crime,7.7,0
The Name of the Rose,1986,130 min,Drama,7.7,7.15
The Name of the Rose,1986,130 min,Mystery,7.7,7.15
The Name of the Rose,1986,130 min,Thriller,7.7,7.15
Billy Elliot,2000,110 min,Drama,7.7,22
Billy Elliot,2000,110 min,Music,7.7,22
The Great Beauty,2013,141 min,Drama,7.7,2.85
"South Park: Bigger, Longer & Uncut",1999,81 min,Animation,7.7,52.04
"South Park: Bigger, Longer & Uncut",1999,81 min,Comedy,7.7,52.04
"South Park: Bigger, Longer & Uncut",1999,81 min,Fantasy,7.7,52.04
Malcolm X,1992,202 min,Biography,7.7,48.17
Malcolm X,1992,202 min,Drama,7.7,48.17
Malcolm X,1992,202 min,History,7.7,48.17
The Verdict,1982,129 min,Drama,7.7,54
Roma,2018,135 min,Drama,7.7,0
Miller's Crossing,1990,115 min,Crime,7.7,5.08
Miller's Crossing,1990,115 min,Drama,7.7,5.08
Miller's Crossing,1990,115 min,Thriller,7.7,5.08
Ray,2004,152 min,Biography,7.7,75.33
Ray,2004,152 min,Drama,7.7,75.33
Ray,2004,152 min,Music,7.7,75.33
The Wind Rises,2013,126 min,Animation,7.7,5.21
The Wind Rises,2013,126 min,Biography,7.7,5.21
The Wind Rises,2013,126 min,Drama,7.7,5.21
The Last Emperor,1987,163 min,Biography,7.7,43.98
The Last Emperor,1987,163 min,Drama,7.7,43.98
The Last Emperor,1987,163 min,History,7.7,43.98
Paprika,2006,90 min,Animation,7.7,0.88
Paprika,2006,90 min,Drama,7.7,0.88
Paprika,2006,90 min,Fantasy,7.7,0.88
Kubo and the Two Strings,2016,101 min,Animation,7.7,48.02
Kubo and the Two Strings,2016,101 min,Action,7.7,48.02
Kubo and the Two Strings,2016,101 min,Adventure,7.7,48.02
Belle de Jour,1967,100 min,Drama,7.7,0.03
Belle de Jour,1967,100 min,Romance,7.7,0.03
The Quiet Man,1952,129 min,Comedy,7.7,10.55
The Quiet Man,1952,129 min,Drama,7.7,10.55
The Quiet Man,1952,129 min,Romance,7.7,10.55
Fantasia,1940,124 min,Animation,7.7,76.41
Fantasia,1940,124 min,Family,7.7,76.41
Fantasia,1940,124 min,Fantasy,7.7,76.41
Fantastic Planet,1973,72 min,Animation,7.7,0.19
Fantastic Planet,1973,72 min,Sci-Fi,7.7,0.19
Run Lola Run,1998,80 min,Action,7.7,7.27
Run Lola Run,1998,80 min,Crime,7.7,7.27
Run Lola Run,1998,80 min,Thriller,7.7,7.27
The Man from Nowhere,2010,119 min,Action,7.7,0.01
The Man from Nowhere,2010,119 min,Crime,7.7,0.01
The Man from Nowhere,2010,119 min,Drama,7.7,0.01
Black Book,2006,145 min,Drama,7.7,4.4
Black Book,2006,145 min,Thriller,7.7,4.4
Black Book,2006,145 min,War,7.7,4.4
Me and Earl and the Dying Girl,2015,105 min,Comedy,7.7,6.74
Me and Earl and the Dying Girl,2015,105 min,Drama,7.7,6.74
Me and Earl and the Dying Girl,2015,105 min,Romance,7.7,6.74
Open Your Eyes,1997,119 min,Drama,7.7,0.37
Open Your Eyes,1997,119 min,Mystery,7.7,0.37
Open Your Eyes,1997,119 min,Sci-Fi,7.7,0.37
The Vanishing,1988,107 min,Mystery,7.7,0
The Vanishing,1988,107 min,Thriller,7.7,0
Porco Rosso,1992,94 min,Animation,7.7,0
Porco Rosso,1992,94 min,Adventure,7.7,0
Porco Rosso,1992,94 min,Comedy,7.7,0
Zulu,1964,138 min,Drama,7.7,0
Zulu,1964,138 min,History,7.7,0
Zulu,1964,138 min,War,7.7,0
Finding Neverland,2004,106 min,Biography,7.7,51.68
Finding Neverland,2004,106 min,Drama,7.7,51.68
Finding Neverland,2004,106 min,Family,7.7,51.68
Down by Law,1986,107 min,Comedy,7.7,1.44
Down by Law,1986,107 min,Crime,7.7,1.44
Down by Law,1986,107 min,Drama,7.7,1.44
Beasts of No Nation,2015,137 min,Drama,7.7,0.08
Beasts of No Nation,2015,137 min,War,7.7,0.08
Breathless,1960,90 min,Crime,7.7,0.34
Breathless,1960,90 min,Drama,7.7,0.34
Hamlet,1996,242 min,Drama,7.7,4.41
Short Cuts,1993,188 min,Comedy,7.7,6.11
Short Cuts,1993,188 min,Drama,7.7,6.11
Nebraska,2013,115 min,Drama,7.7,17.65
When Marnie Was There,2014,103 min,Animation,7.7,0.77
When Marnie Was There,2014,103 min,Drama,7.7,0.77
When Marnie Was There,2014,103 min,Family,7.7,0.77
Happy Together,1997,96 min,Drama,7.7,0.19
Happy Together,1997,96 min,Romance,7.7,0.19
Waking Life,2001,99 min,Animation,7.7,2.89
Waking Life,2001,99 min,Drama,7.7,2.89
Waking Life,2001,99 min,Fantasy,7.7,2.89
A Man for All Seasons,1966,120 min,Biography,7.7,28.35
A Man for All Seasons,1966,120 min,Drama,7.7,28.35
A Man for All Seasons,1966,120 min,History,7.7,28.35
The Little Prince,2015,108 min,Animation,7.7,1.34
The Little Prince,2015,108 min,Adventure,7.7,1.34
The Little Prince,2015,108 min,Drama,7.7,1.34
Black Narcissus,1947,101 min,Drama,7.7,0
Hard Boiled,1992,128 min,Action,7.7,0
Hard Boiled,1992,128 min,Crime,7.7,0
Hard Boiled,1992,128 min,Thriller,7.7,0
Night on Earth,1991,129 min,Comedy,7.7,2.02
Night on Earth,1991,129 min,Drama,7.7,2.02
Hedwig and the Angry Inch,2001,95 min,Comedy,7.7,3.03
Hedwig and the Angry Inch,2001,95 min,Drama,7.7,3.03
Hedwig and the Angry Inch,2001,95 min,Music,7.7,3.03
Invasion of the Body Snatchers,1956,80 min,Drama,7.7,0
Invasion of the Body Snatchers,1956,80 min,Horror,7.7,0
Invasion of the Body Snatchers,1956,80 min,Sci-Fi,7.7,0
Joint Security Area,2000,110 min,Action,7.7,0
Joint Security Area,2000,110 min,Drama,7.7,0
Joint Security Area,2000,110 min,Thriller,7.7,0
Perfect Strangers,2016,96 min,Comedy,7.7,0
Perfect Strangers,2016,96 min,Drama,7.7,0
Good Bye Lenin!,2003,121 min,Comedy,7.7,4.06
Good Bye Lenin!,2003,121 min,Drama,7.7,4.06
Good Bye Lenin!,2003,121 min,Romance,7.7,4.06
Cape Fear,1962,106 min,Drama,7.7,0
Cape Fear,1962,106 min,Thriller,7.7,0
The Double Life of Véronique,1991,98 min,Drama,7.7,2
The Double Life of Véronique,1991,98 min,Fantasy,7.7,2
The Double Life of Véronique,1991,98 min,Music,7.7,2
The Broken Circle Breakdown,2012,111 min,Drama,7.7,0.18
The Broken Circle Breakdown,2012,111 min,Music,7.7,0.18
The Broken Circle Breakdown,2012,111 min,Romance,7.7,0.18
The Motorcycle Diaries,2004,126 min,Adventure,7.7,16.78
The Motorcycle Diaries,2004,126 min,Biography,7.7,16.78
The Motorcycle Diaries,2004,126 min,Drama,7.7,16.78
Scarface,1932,93 min,Action,7.7,0
Scarface,1932,93 min,Crime,7.7,0
Scarface,1932,93 min,Drama,7.7,0
The Lady Vanishes,1938,96 min,Mystery,7.7,0
The Lady Vanishes,1938,96 min,Thriller,7.7,0
Wait Until Dark,1967,108 min,Thriller,7.7,17.55
Taste of Cherry,1997,95 min,Drama,7.7,0.31
The Salesman,2016,124 min,Drama,7.7,2.4
The Salesman,2016,124 min,Thriller,7.7,2.4
Frost/Nixon,2008,122 min,Biography,7.7,18.59
Frost/Nixon,2008,122 min,Drama,7.7,18.59
Frost/Nixon,2008,122 min,History,7.7,18.59
The Triplets of Belleville,2003,80 min,Animation,7.7,7
The Triplets of Belleville,2003,80 min,Adventure,7.7,7
The Triplets of Belleville,2003,80 min,Comedy,7.7,7
Key Largo,1948,100 min,Action,7.7,0
Key Largo,1948,100 min,Crime,7.7,0
Key Largo,1948,100 min,Drama,7.7,0
Confessions,2010,106 min,Drama,7.7,0
Confessions,2010,106 min,Thriller,7.7,0
The Caine Mutiny,1954,124 min,Drama,7.7,21.75
The Caine Mutiny,1954,124 min,War,7.7,21.75
Dreams,1990,119 min,Drama,7.7,1.96
Dreams,1990,119 min,Fantasy,7.7,1.96
Evil,2003,113 min,Drama,7.7,0.02
Adam's Apples,2005,94 min,Comedy,7.7,0
Adam's Apples,2005,94 min,Crime,7.7,0
Adam's Apples,2005,94 min,Drama,7.7,0
The Girl Who Leapt Through Time,2006,98 min,Animation,7.7,0
The Girl Who Leapt Through Time,2006,98 min,Adventure,7.7,0
The Girl Who Leapt Through Time,2006,98 min,Comedy,7.7,0
The Experiment,2001,120 min,Drama,7.7,0.14
The Experiment,2001,120 min,Thriller,7.7,0.14
Love and Death,1975,85 min,Comedy,7.7,0
Love and Death,1975,85 min,War,7.7,0
In America,2002,105 min,Drama,7.7,15.54
Fireworks,1997,103 min,Crime,7.7,0.23
Fireworks,1997,103 min,Drama,7.7,0.23
Fireworks,1997,103 min,Romance,7.7,0.23
After the Wedding,2006,120 min,Drama,7.7,0.41
The Magdalene Sisters,2002,114 min,Drama,7.7,4.89
The Breadwinner,2017,94 min,Animation,7.7,0.31
The Breadwinner,2017,94 min,Drama,7.7,0.31
The Breadwinner,2017,94 min,Family,7.7,0.31
Jules and Jim,1962,105 min,Drama,7.7,0
Jules and Jim,1962,105 min,Romance,7.7,0
The Past,2013,130 min,Drama,7.7,1.33
The Past,2013,130 min,Mystery,7.7,1.33
The Purple Rose of Cairo,1985,82 min,Comedy,7.7,10.63
The Purple Rose of Cairo,1985,82 min,Fantasy,7.7,10.63
The Purple Rose of Cairo,1985,82 min,Romance,7.7,10.63
The Muppet Christmas Carol,1992,85 min,Comedy,7.7,27.28
The Muppet Christmas Carol,1992,85 min,Drama,7.7,27.28
The Muppet Christmas Carol,1992,85 min,Family,7.7,27.28
Zelig,1983,79 min,Comedy,7.7,11.8
The Edge of Heaven,2007,122 min,Drama,7.7,0.74
Avatar: The Way of Water,2022,192 min,Action,7.6,659.68
Avatar: The Way of Water,2022,192 min,Adventure,7.6,659.68
Avatar: The Way of Water,2022,192 min,Fantasy,7.6,659.68
Harry Potter and the Sorcerer's Stone,2001,152 min,Adventure,7.6,317.58
Harry Potter and the Sorcerer's Stone,2001,152 min,Family,7.6,317.58
Harry Potter and the Sorcerer's Stone,2001,152 min,Fantasy,7.6,317.58
Once Upon a Time in Hollywood,2019,161 min,Comedy,7.6,142.5
Once Upon a Time in Hollywood,2019,161 min,Drama,7.6,142.5
American Psycho,2000,102 min,Crime,7.6,15.07
American Psycho,2000,102 min,Drama,7.6,15.07
American Psycho,2000,102 min,Horror,7.6,15.07
Guardians of the Galaxy Vol. 2,2017,136 min,Action,7.6,389.81
Guardians of the Galaxy Vol. 2,2017,136 min,Adventure,7.6,389.81
Guardians of the Galaxy Vol. 2,2017,136 min,Comedy,7.6,389.81
The Fifth Element,1997,126 min,Action,7.6,63.54
The Fifth Element,1997,126 min,Adventure,7.6,63.54
The Fifth Element,1997,126 min,Sci-Fi,7.6,63.54
Kick-Ass,2010,117 min,Action,7.6,48.07
Kick-Ass,2010,117 min,Comedy,7.6,48.07
Kick-Ass,2010,117 min,Crime,7.6,48.07
The Royal Tenenbaums,2001,110 min,Comedy,7.6,52.36
The Royal Tenenbaums,2001,110 min,Drama,7.6,52.36
Superbad,2007,113 min,Comedy,7.6,121.46
Moana,2016,107 min,Animation,7.6,248.76
Moana,2016,107 min,Adventure,7.6,248.76
Moana,2016,107 min,Comedy,7.6,248.76
Deadpool 2,2018,119 min,Action,7.6,324.59
Deadpool 2,2018,119 min,Adventure,7.6,324.59
Deadpool 2,2018,119 min,Comedy,7.6,324.59
Sicario,2015,121 min,Action,7.6,46.89
Sicario,2015,121 min,Crime,7.6,46.89
Sicario,2015,121 min,Drama,7.6,46.89
300,2006,117 min,Action,7.6,210.61
300,2006,117 min,Drama,7.6,210.61
Rushmore,1998,93 min,Comedy,7.6,17.11
Rushmore,1998,93 min,Drama,7.6,17.11
Rushmore,1998,93 min,Romance,7.6,17.11
Office Space,1999,89 min,Comedy,7.6,10.82
Watchmen,2009,162 min,Action,7.6,107.51
Watchmen,2009,162 min,Drama,7.6,107.51
Watchmen,2009,162 min,Mystery,7.6,107.51
RoboCop,1987,102 min,Action,7.6,53.42
RoboCop,1987,102 min,Crime,7.6,53.42
RoboCop,1987,102 min,Sci-Fi,7.6,53.42
My Cousin Vinny,1992,120 min,Comedy,7.6,52.93
My Cousin Vinny,1992,120 min,Crime,7.6,52.93
Moneyball,2011,133 min,Biography,7.6,75.61
Moneyball,2011,133 min,Drama,7.6,75.61
Moneyball,2011,133 min,Sport,7.6,75.61
The Blind Side,2009,129 min,Biography,7.6,255.96
The Blind Side,2009,129 min,Drama,7.6,255.96
The Blind Side,2009,129 min,Sport,7.6,255.96
Stardust,2007,127 min,Adventure,7.6,38.63
Stardust,2007,127 min,Family,7.6,38.63
Stardust,2007,127 min,Fantasy,7.6,38.63
A Star Is Born,2018,136 min,Drama,7.6,215.29
A Star Is Born,2018,136 min,Music,7.6,215.29
A Star Is Born,2018,136 min,Romance,7.6,215.29
Saw,2004,103 min,Horror,7.6,56
Saw,2004,103 min,Mystery,7.6,56
Saw,2004,103 min,Thriller,7.6,56
The Others,2001,104 min,Horror,7.6,96.52
The Others,2001,104 min,Mystery,7.6,96.52
The Others,2001,104 min,Thriller,7.6,96.52
Inside Man,2006,129 min,Crime,7.6,88.51
Inside Man,2006,129 min,Drama,7.6,88.51
Inside Man,2006,129 min,Mystery,7.6,88.51
Hell or High Water,2016,102 min,Crime,7.6,26.86
Hell or High Water,2016,102 min,Drama,7.6,26.86
Hell or High Water,2016,102 min,Thriller,7.6,26.86
Kung Fu Panda,2008,92 min,Animation,7.6,215.43
Kung Fu Panda,2008,92 min,Action,7.6,215.43
Kung Fu Panda,2008,92 min,Adventure,7.6,215.43
Star Wars: Episode III - Revenge of the Sith,2005,140 min,Action,7.6,380.26
Star Wars: Episode III - Revenge of the Sith,2005,140 min,Adventure,7.6,380.26
Star Wars: Episode III - Revenge of the Sith,2005,140 min,Fantasy,7.6,380.26
True Grit,2010,110 min,Drama,7.6,171.24
True Grit,2010,110 min,Western,7.6,171.24
The Butterfly Effect,2004,113 min,Drama,7.6,57.94
The Butterfly Effect,2004,113 min,Sci-Fi,7.6,57.94
The Butterfly Effect,2004,113 min,Thriller,7.6,57.94
What We Do in the Shadows,2014,86 min,Comedy,7.6,3.33
What We Do in the Shadows,2014,86 min,Horror,7.6,3.33
Minority Report,2002,145 min,Action,7.6,132.07
Minority Report,2002,145 min,Crime,7.6,132.07
Minority Report,2002,145 min,Mystery,7.6,132.07
Mulan,1998,87 min,Animation,7.6,120.62
Mulan,1998,87 min,Adventure,7.6,120.62
Mulan,1998,87 min,Comedy,7.6,120.62
The Birds,1963,119 min,Drama,7.6,11.4
The Birds,1963,119 min,Horror,7.6,11.4
The Birds,1963,119 min,Mystery,7.6,11.4
The Thin Red Line,1998,170 min,Drama,7.6,36.4
The Thin Red Line,1998,170 min,History,7.6,36.4
The Thin Red Line,1998,170 min,War,7.6,36.4
Dark City,1998,100 min,Fantasy,7.6,14.38
Dark City,1998,100 min,Mystery,7.6,14.38
Dark City,1998,100 min,Sci-Fi,7.6,14.38
The Mitchells vs the Machines,2021,114 min,Animation,7.6,0
The Mitchells vs the Machines,2021,114 min,Adventure,7.6,0
The Mitchells vs the Machines,2021,114 min,Comedy,7.6,0
Eastern Promises,2007,100 min,Crime,7.6,17.11
Eastern Promises,2007,100 min,Drama,7.6,17.11
Eastern Promises,2007,100 min,Thriller,7.6,17.11
Searching,2018,102 min,Drama,7.6,26.02
Searching,2018,102 min,Mystery,7.6,26.02
Searching,2018,102 min,Thriller,7.6,26.02
Despicable Me,2010,95 min,Animation,7.6,251.51
Despicable Me,2010,95 min,Adventure,7.6,251.51
Despicable Me,2010,95 min,Comedy,7.6,251.51
The Fly,1986,96 min,Drama,7.6,40.46
The Fly,1986,96 min,Horror,7.6,40.46
The Fly,1986,96 min,Sci-Fi,7.6,40.46
The Road Warrior,1981,96 min,Action,7.6,12.47
The Road Warrior,1981,96 min,Adventure,7.6,12.47
The Road Warrior,1981,96 min,Sci-Fi,7.6,12.47
The Raid: Redemption,2011,101 min,Action,7.6,4.11
The Raid: Redemption,2011,101 min,Crime,7.6,4.11
The Raid: Redemption,2011,101 min,Thriller,7.6,4.11
Ponyo,2008,101 min,Animation,7.6,15.09
Ponyo,2008,101 min,Adventure,7.6,15.09
Ponyo,2008,101 min,Comedy,7.6,15.09
The Skin I Live In,2011,120 min,Drama,7.6,3.19
The Skin I Live In,2011,120 min,Horror,7.6,3.19
The Skin I Live In,2011,120 min,Mystery,7.6,3.19
The Jungle Book,1967,78 min,Animation,7.6,141.84
The Jungle Book,1967,78 min,Adventure,7.6,141.84
The Jungle Book,1967,78 min,Comedy,7.6,141.84
Lethal Weapon,1987,109 min,Action,7.6,65.21
Lethal Weapon,1987,109 min,Crime,7.6,65.21
Lethal Weapon,1987,109 min,Thriller,7.6,65.21
Enter the Dragon,1973,102 min,Action,7.6,25
Enter the Dragon,1973,102 min,Crime,7.6,25
Enter the Dragon,1973,102 min,Thriller,7.6,25
Gone Baby Gone,2007,114 min,Crime,7.6,20.3
Gone Baby Gone,2007,114 min,Drama,7.6,20.3
Gone Baby Gone,2007,114 min,Mystery,7.6,20.3
After Hours,1985,97 min,Comedy,7.6,10.6
After Hours,1985,97 min,Crime,7.6,10.6
After Hours,1985,97 min,Drama,7.6,10.6
Dawn of the Planet of the Apes,2014,130 min,Action,7.6,208.55
Dawn of the Planet of the Apes,2014,130 min,Adventure,7.6,208.55
Dawn of the Planet of the Apes,2014,130 min,Drama,7.6,208.55
End of Watch,2012,109 min,Action,7.6,41
End of Watch,2012,109 min,Adventure,7.6,41
End of Watch,2012,109 min,Crime,7.6,41
Match Point,2005,124 min,Drama,7.6,23.09
Match Point,2005,124 min,Romance,7.6,23.09
Match Point,2005,124 min,Thriller,7.6,23.09
Dark Waters,2019,126 min,Biography,7.6,0
Dark Waters,2019,126 min,Drama,7.6,0
Dark Waters,2019,126 min,History,7.6,0
Die Hard with a Vengeance,1995,128 min,Action,7.6,100.01
Die Hard with a Vengeance,1995,128 min,Adventure,7.6,100.01
Die Hard with a Vengeance,1995,128 min,Thriller,7.6,100.01
From Here to Eternity,1953,118 min,Drama,7.6,30.5
From Here to Eternity,1953,118 min,Romance,7.6,30.5
From Here to Eternity,1953,118 min,War,7.6,30.5
Snow White and the Seven Dwarfs,1937,83 min,Animation,7.6,184.93
Snow White and the Seven Dwarfs,1937,83 min,Adventure,7.6,184.93
Snow White and the Seven Dwarfs,1937,83 min,Family,7.6,184.93
I Am Sam,2001,132 min,Drama,7.6,40.31
The Bridges of Madison County,1995,135 min,Drama,7.6,71.52
The Bridges of Madison County,1995,135 min,Romance,7.6,71.52
Sabrina,1954,113 min,Comedy,7.6,0
Sabrina,1954,113 min,Drama,7.6,0
Sabrina,1954,113 min,Romance,7.6,0
Rebel Without a Cause,1955,111 min,Drama,7.6,0
The Naked Gun: From the Files of Police Squad!,1988,85 min,Comedy,7.6,78.76
The Naked Gun: From the Files of Police Squad!,1988,85 min,Crime,7.6,78.76
50/50,2011,100 min,Comedy,7.6,35.01
50/50,2011,100 min,Drama,7.6,35.01
50/50,2011,100 min,Romance,7.6,35.01
Barton Fink,1991,116 min,Comedy,7.6,6.15
Barton Fink,1991,116 min,Drama,7.6,6.15
Barton Fink,1991,116 min,Thriller,7.6,6.15
The Last King of Scotland,2006,123 min,Biography,7.6,17.61
The Last King of Scotland,2006,123 min,Drama,7.6,17.61
The Last King of Scotland,2006,123 min,History,7.6,17.61
21 Grams,2003,124 min,Crime,7.6,16.29
21 Grams,2003,124 min,Drama,7.6,16.29
21 Grams,2003,124 min,Thriller,7.6,16.29
United 93,2006,111 min,Action,7.6,31.57
United 93,2006,111 min,Drama,7.6,31.57
United 93,2006,111 min,History,7.6,31.57
25th Hour,2002,135 min,Drama,7.6,13.06
The Taking of Pelham One Two Three,1974,104 min,Action,7.6,2.49
The Taking of Pelham One Two Three,1974,104 min,Crime,7.6,2.49
The Taking of Pelham One Two Three,1974,104 min,Thriller,7.6,2.49
Shine,1996,105 min,Biography,7.6,35.81
Shine,1996,105 min,Drama,7.6,35.81
Shine,1996,105 min,Music,7.6,35.81
Philomena,2013,98 min,Biography,7.6,37.71
Philomena,2013,98 min,Comedy,7.6,37.71
Philomena,2013,98 min,Drama,7.6,37.71
Control,2007,122 min,Biography,7.6,0.87
Control,2007,122 min,Drama,7.6,0.87
Control,2007,122 min,Music,7.6,0.87
A Very Long Engagement,2004,133 min,Drama,7.6,6.17
A Very Long Engagement,2004,133 min,Mystery,7.6,6.17
A Very Long Engagement,2004,133 min,Romance,7.6,6.17
The Invisible Man,1933,71 min,Horror,7.6,0
The Invisible Man,1933,71 min,Sci-Fi,7.6,0
Cell 211,2009,113 min,Action,7.6,0
Cell 211,2009,113 min,Crime,7.6,0
Cell 211,2009,113 min,Drama,7.6,0
